time_ms,visual_on,thermal_on,distance_v,heading_angle_v,heading_angle_t,centroid_v_x,centroid_v_y,centroid_t_x,centroid_t_y
1733767359.2681081,True,True,0.4516580024069222,24.977187500000003,6.875,1154.1317177073777,530.5818744377319,440,720
1733767360.2526808,True,True,0.4553563054833427,23.956718750000004,6.875,1133.9231204132932,530.3943864956105,440,720
1733767361.0126138,True,True,0.4624031093179606,20.700937500000002,3.4375,1066.010997735112,522.6700918857224,440,680
1733767361.766418,True,True,0.4673234891654806,17.8825,0.0,1008.6595707536277,521.5716347145453,440,640
1733767362.522734,True,True,0.4679750577105723,17.44515625,0.0,999.7475200723582,518.7355868187406,440,640
1733767363.2863317,True,True,0.46867490052904076,17.250781250000003,0.0,995.72749656273,517.2301070092724,440,640
1733767363.792891,True,True,0.46880065748546523,17.2021875,0.0,994.4896599943812,516.8641776332122,440,640
1733767364.3046892,True,True,0.47006176061224825,16.521875,0.0,980.9985921418767,519.1634622284326,440,640
1733767365.0664907,True,True,0.4704307161837967,16.18171875,0.0,973.6739324828997,520.6263195214859,440,640
1733767365.6152115,True,True,0.4723035155987987,14.869687500000001,0.0,946.5156027866386,524.2396218584582,440,640
1733767366.3406758,True,True,0.47308330481017635,14.480937500000001,0.0,938.2972047329401,526.4190471144171,440,640
1733767367.1059165,True,True,0.47424502103396354,13.654843750000001,0.0,921.7131065622103,530.7602128563011,440,640
1733767367.866006,True,True,0.4748772025777564,13.1203125,-3.4375,910.6555005012231,533.5616098981324,440,600
1733767368.6365168,True,True,0.4762633518357044,12.245625,-3.4375,892.4681860454406,538.2626955741628,440,600
1733767369.3994071,True,True,0.4770573147371705,11.613906250000001,-3.4375,879.5286223141042,541.8574544530263,440,600
1733767370.1647983,True,True,0.4776274940123985,10.933593750000002,-3.4375,865.752979584705,546.4609755994557,440,600
1733767370.9678636,True,True,0.47909489689217805,10.058906250000001,-6.875,847.1604171802336,550.4699979483554,440,560
1733767371.6906474,True,True,0.47880213471058647,9.621562500000001,-6.875,838.4141724642506,553.2473293497537,440,560
1733767372.4526534,True,True,0.47901307409256305,9.0384375,-6.875,826.5206541833536,555.6029803645665,440,560
1733767373.2212327,True,True,0.4793418707757118,8.94125,-6.875,824.0178974859917,556.1872260464025,440,560
1733767373.985093,True,True,0.47827671852009174,8.69828125,-6.875,819.8547028839417,557.024032201003,440,560
1733767374.7455683,True,True,0.4798531128932685,7.969375000000001,-6.875,804.8835759158733,559.5344898315511,440,560
1733767375.5164275,True,True,0.43351663437637245,10.64203125,-6.875,859.2628324014556,558.6656002690763,480,560
1733767376.2959409,True,True,0.37870378730627385,10.739218750000001,-6.875,861.1558761491308,546.385823468354,440,560
1733767377.0336752,True,True,0.36476246183464406,8.21234375,-10.3125,809.6414143715765,525.883256117754,440,520
1733767377.803814,True,True,0.36541054052972666,6.317187500000001,-10.3125,770.3318958972003,534.7920773614973,440,520
1733767378.568201,True,True,0.36464278501920566,10.885000000000002,-6.875,864.9355678009819,517.9282798180018,440,560
1733767379.329292,True,True,0.3615143506727498,15.501406250000002,-6.875,959.7112100643513,512.599607862215,440,560
1733767380.101605,True,True,0.36407001378538334,10.301875,-6.875,852.9656774439375,517.4378383659863,440,560
1733767380.8594337,True,True,0.36549851089781366,8.50390625,-10.3125,815.4832382737704,526.8570761119112,440,520
1733767381.665857,True,True,0.36593638822890256,6.705937500000001,-10.3125,778.5354890178857,536.9347005535711,440,520
1733767382.3922956,True,True,0.3166958691902245,9.572968750000001,-10.3125,837.35142195004,576.8063094671136,440,520
1733767383.157226,True,True,0.30719989510269335,14.480937500000001,-10.3125,938.7020677684235,550.7018817800016,440,520
1733767383.9248893,True,True,0.2620692720920979,13.654843750000001,-10.3125,921.3210507056766,581.3649414379813,440,520
1733767384.680172,True,True,0.2569754143179227,9.76734375,-13.75,841.5077899724453,571.07315318977,480,480
1733767385.1901636,True,True,0.25777951870757704,7.677812500000001,-13.75,798.3284328054114,572.6499828411175,440,480
1733767385.948851,True,True,0.2578018795830971,11.225156250000001,-10.3125,871.256586351904,562.1783643134563,440,520
1733767386.4639335,True,True,0.25569538175834383,14.675312500000002,-10.3125,942.0442279241863,561.9852206194802,440,520
1733767387.2661555,True,True,0.23155503468435473,14.918281250000001,-13.75,947.1661543999431,613.7426747349041,480,480
1733767387.9912906,True,True,0.22683903811691555,11.90546875,-13.75,885.2284117341193,604.4456536928889,480,480
1733767388.760657,True,True,0.18684198882461203,21.138281250000002,-6.875,1075.2451434238717,644.4548403410471,480,560
