time_ms,visual_on,thermal_on,distance_v,heading_angle_v,heading_angle_t,centroid_v_x,centroid_v_y,centroid_t_x,centroid_t_y
1733767302.9958053,True,True,None,None,10.3125,None,None,440,760
1733767303.9828746,True,True,0.4508844420363077,27.163906250000004,6.875,1199.711528624397,526.8885974612494,440,720
1733767304.7576854,True,True,0.45784245004994256,24.005312500000002,6.875,1134.1621232669795,533.7301429363356,440,720
1733767305.4948063,True,True,0.4660874735943379,20.84671875,3.4375,1069.3219692532712,539.9851263831569,440,680
1733767306.2494187,True,True,0.4689587964449737,19.631875,3.4375,1044.465648966802,543.1968125095317,440,680
1733767307.0191152,True,True,0.4715279236932809,18.028281250000003,0.0,1011.4286567987574,545.9934311571167,440,640
1733767307.7763455,True,True,0.4755475492848497,16.716250000000002,0.0,984.5262417017907,549.4042307677726,440,640
1733767308.5445025,True,True,0.47604876151366815,15.792968750000002,0.0,965.849876383755,549.691537234762,440,640
1733767309.30626,True,True,0.4788613437272732,13.266093750000001,-3.4375,913.0797235260296,543.2106800401514,440,600
1733767310.105429,True,True,0.48010665930617785,11.759687500000002,-3.4375,882.677734287169,542.6776928660712,440,600
1733767310.8299065,True,True,0.48135664056470406,11.225156250000001,-3.4375,871.2371039940242,543.1202409445209,440,600
1733767311.5929198,True,True,0.4815908112077375,11.12796875,-3.4375,869.3320540348202,543.6759996757572,440,600
1733767312.3550792,True,True,0.48166740548210696,11.03078125,-3.4375,867.2295777414892,545.4471736996256,440,600
1733767313.1209302,True,True,0.48180498332033317,10.836406250000001,-3.4375,863.3217808779766,547.7308470828065,440,600
1733767313.8890483,True,True,0.48157000164214003,10.885000000000002,-3.4375,864.4832141121516,549.5172734294803,440,600
1733767314.6530695,True,True,0.4817867855666515,10.739218750000001,-3.4375,861.0783515772258,553.543480126747,440,600
1733767315.4306011,True,True,0.4813782967846122,10.64203125,-3.4375,859.5228284351356,555.7531337395374,440,600
1733767316.1802416,True,True,0.48200516160277035,10.058906250000001,-6.875,847.2197037610024,558.1467154264827,440,560
1733767316.9450452,True,True,0.4826251005736621,9.524375000000001,-6.875,836.8052525354205,561.5784106056155,440,560
1733767317.7086422,True,True,0.4832734924933316,9.0384375,-6.875,826.2576529728087,564.9040279833457,440,560
1733767318.476346,True,True,0.4835353642748224,8.455312500000002,-6.875,814.9298893215994,566.8705235346715,440,560
1733767319.237622,True,True,0.48370595238062497,7.969375000000001,-6.875,804.8798120201579,569.2647127426351,480,560
1733767320.0063539,True,True,0.4371253572277236,11.322343750000002,-6.875,873.7973521210176,546.8540887217606,440,560
1733767320.8142679,True,True,0.38091768078406724,10.885000000000002,-6.875,864.1788810825832,573.8650605403013,440,560
1733767321.5247688,True,True,0.3704793253699022,7.823593750000001,-10.3125,801.8043932285937,547.3455993780476,440,520
1733767322.2927399,True,True,0.3708239174978003,4.5678125000000005,-10.3125,734.6605758773413,552.9403600293783,440,520
1733767323.058518,True,True,0.37181276011423287,8.5525,-6.875,816.6532240749525,542.7344400626774,440,560
1733767323.8206139,True,True,0.3694745296387715,12.002656250000001,-6.875,887.5296128622205,537.3450188286155,440,560
1733767324.588919,True,True,0.3263472049220798,9.8159375,-10.3125,842.9960662390039,543.06153725732,440,520
1733767325.3505259,True,True,0.3174341756997608,6.94890625,-13.75,783.0045724818056,532.5645116432535,440,480
1733767326.1355448,True,True,0.2741728445978666,9.281406250000002,-10.3125,831.6130986839813,590.7549447988554,440,520
1733767326.882267,True,True,0.2645905545776379,14.432343750000001,-10.3125,937.3547891481418,559.0991981336174,440,520
1733767327.646285,True,True,0.22228216006461202,16.521875,-13.75,980.2125363867755,601.6982624193867,480,480
1733767328.4066865,True,True,0.22004866538781287,13.1203125,-17.1875,910.47380517586,600.9448224426794,480,440
1733767329.1721935,True,True,0.22059858670318905,11.079375,-13.75,868.6583801362206,605.2717669392371,480,480
1733767329.9416616,True,True,0.21935373132426414,15.792968750000002,-10.3125,965.808858751441,590.02273350825,480,520
1733767330.6965327,True,True,0.21675100780736925,20.020625000000003,-10.3125,1052.3639149465516,591.9098078155216,480,520
1733767331.5147612,True,True,0.21991386570225216,14.675312500000002,-13.75,942.9359701699069,590.0966486622941,480,480
1733767332.2252944,True,True,0.22178413640378544,11.90546875,-13.75,885.9951655397718,595.5259845450519,480,480
1733767332.9985027,True,True,0.1896737362296601,20.360781250000002,-6.875,1059.9028923975684,643.9319407529728,480,560
