time_ms,visual_on,thermal_on,distance_v,heading_angle_v,heading_angle_t,centroid_v_x,centroid_v_y,centroid_t_x,centroid_t_y
1733767156.075878,True,True,0.44903649358271247,26.240625,6.875,1180.5060707116595,520.0356749618346,440,720
1733767157.0622356,True,True,0.4531633135576371,24.49125,3.4375,1144.6964670582072,516.4285561905883,440,680
1733767157.8179731,True,True,0.4639787905560721,19.5346875,0.0,1042.1174805123483,514.3737281377892,440,640
1733767158.5648215,True,True,0.4651866533329125,18.7571875,0.0,1026.7092309903144,509.18000686214253,400,640
1733767159.0770786,True,True,0.46902301370542215,16.3275,0.0,976.0419811143269,506.02733014459216,440,640
1733767159.8404193,True,True,0.4714329060449241,15.647187500000001,0.0,962.3694441710302,504.47179146725335,400,640
1733767160.601596,True,True,0.4717740294875467,15.064062500000002,0.0,950.4452446884421,504.1208820905248,400,640
1733767161.3619509,True,True,0.4731308345512639,13.752031250000002,-3.4375,923.7761909773054,505.2707725468382,440,600
1733767162.128312,True,True,0.47476727580425465,13.07171875,-3.4375,909.5330168730725,507.67567054398705,440,600
1733767162.8880806,True,True,0.4748135293421385,12.828750000000001,-3.4375,904.1953909844067,510.21060124774294,440,600
1733767163.6528537,True,True,0.47581437764699064,12.29421875,-3.4375,893.5835171689865,513.6184787184455,440,600
1733767164.417746,True,True,0.47589020364841583,11.565312500000001,-3.4375,878.9435914628717,518.341112675954,440,600
1733767165.1778653,True,True,0.47636048684028465,10.982187500000002,-6.875,866.557982734584,522.0840615873038,440,560
1733767165.9473267,True,True,0.47763807339542663,10.399062500000001,-6.875,854.4286944380349,525.473736945708,440,560
1733767166.7096436,True,True,0.4786331858192033,10.2046875,-6.875,850.9494933335425,527.8372931011995,440,560
1733767167.5127776,True,True,0.4788120049884639,10.107500000000002,-6.875,848.7629119198526,532.3686401752698,440,560
1733767168.2333908,True,True,0.47832616001078887,10.2046875,-6.875,850.442256440886,534.5862190329536,440,560
1733767169.0067697,True,True,0.4781629956492615,10.156093750000002,-6.875,849.2669431995232,536.9697270633674,440,560
1733767169.768694,True,True,0.47930927789987454,9.961718750000001,-6.875,845.4678018721773,541.397362287275,440,560
1733767170.5366902,True,True,0.47819270270470016,9.913125,-6.875,844.0785454851883,543.6062278983551,440,560
1733767171.30113,True,True,0.47873448160532994,9.281406250000002,-6.875,831.8473259770878,546.9044638121761,440,560
1733767172.0612533,True,True,0.47958510350550315,8.455312500000002,-6.875,814.0600066993949,551.0558828249564,440,560
1733767172.849031,True,True,0.47994281551247797,7.872187500000001,-6.875,802.4282864962062,553.2693529391271,440,560
1733767173.5964699,True,True,0.4292183975306313,10.690625,-6.875,860.3025446781653,569.0338953725304,440,560
1733767174.3463447,True,True,0.37299506503814606,10.739218750000001,-6.875,861.5580910268095,558.4602718203316,440,560
1733767175.1248848,True,True,0.364517677376187,7.920781250000001,-10.3125,803.8855114633758,528.7366022693154,440,520
1733767175.879956,True,True,0.36548219890907196,5.248125000000001,-10.3125,748.555571755322,534.564864466042,440,520
1733767176.6454594,True,True,0.36527336520815057,9.718750000000002,-6.875,840.4760493445535,521.5918998131117,440,560
1733767177.4101233,True,True,0.36128626347123305,14.33515625,-6.875,935.4888612992386,516.265684971888,440,560
1733767178.2151904,True,True,0.3645626624245288,9.718750000000002,-10.3125,840.1808434546322,521.477458541482,440,520
1733767178.9413376,True,True,0.3654768817843248,6.900312500000001,-10.3125,782.8833379203733,529.9181971519425,440,520
1733767179.7043447,True,True,0.32218398718183255,10.544843750000002,-6.875,857.6227972292777,562.739502512049,440,560
1733767180.464926,True,True,0.31129224469504224,15.890156250000002,-6.875,967.5930542684379,536.2769712335945,440,560
1733767181.238087,True,True,0.31486942924934297,10.64203125,-10.3125,859.4561085080613,544.3407124656107,440,520
1733767181.9933782,True,True,0.31641236784292937,8.11515625,-10.3125,807.5709121300516,553.8904495497668,440,520
1733767182.7636552,True,True,0.27193307297447206,10.982187500000002,-10.3125,866.5899065919523,582.9826936921207,440,520
1733767183.5527074,True,True,0.26190014128925304,15.209843750000001,-10.3125,953.0735047215434,561.7851952699568,440,520
1733767184.297545,True,True,0.21748131253638459,17.63953125,-13.75,1003.2823094967622,620.634675606295,480,480
1733767185.0496998,True,True,0.21225015283253604,15.064062500000002,-13.75,950.8665872171074,605.3740435048437,480,480
1733767185.8093789,True,True,0.21338131120163673,12.780156250000001,-13.75,903.6286604924054,607.5258674516616,480,480
1733767186.575777,True,True,None,None,-3.4375,903.6286604924054,607.5258674516616,480,600
